15-10-09 16:36:03 Info         21 4328 ST-XX NxS5LK STARTUP |   SlgStatusRepetitionsForOk ........ [0]
15-10-09 16:36:03 Info         20 4328 ST-XX NxS5LK STARTUP |   SlgStatusRepetitionsForFailure ... [3]
15-10-09 16:36:03 Info         19 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         18 4328 ST-XX NxS5LK STARTUP |   UseDST ........................... [0]
15-10-09 16:36:03 Info         17 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         16 4328 ST-XX NxS5LK STARTUP |   AbbaMode ......................... [0]
15-10-09 16:36:03 Info         15 4328 ST-XX NxS5LK STARTUP |   WriteMode ........................ [0]
15-10-09 16:36:03 Info         14 4328 ST-XX NxS5LK STARTUP |   WriteWagon ....................... [971]
15-10-09 16:36:03 Info         13 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         12 4328 ST-XX NxS5LK STARTUP |   ResetOptionSampleTimeBase ..... [0]
15-10-09 16:36:03 Info         11 4328 ST-XX NxS5LK STARTUP |   ResetOptionSampleTimeFactor ... [0]
15-10-09 16:36:03 Info         10 4328 ST-XX NxS5LK STARTUP |   ResetOptionANWCheckMode ....... [1]
15-10-09 16:36:03 Info          9 4328 ST-XX NxS5LK STARTUP |   ResetOptionANWCheckFW ......... [1]
15-10-09 16:36:03 Info          8 4328 ST-XX NxS5LK STARTUP |   ResetOptionECCCheck ........... [0]
15-10-09 16:36:03 Info          7 4328 ST-XX NxS5LK STARTUP |   ResetOptionMOBYMode ........... [9]
15-10-09 16:36:03 Info          6 4328 ST-XX NxS5LK STARTUP |   ResetOptionSLGChoice .......... [0]
15-10-09 16:36:03 Info          5 4328 ST-XX NxS5LK STARTUP |   ResetOptionDAFunction ......... [0]
15-10-09 16:36:03 Info          4 4328 ST-XX NxS5LK STARTUP |   ResetOptionFieldTest .......... [0]
15-10-09 16:36:03 Info          3 4328 ST-XX NxS5LK STARTUP |   ResetOptionMDSTimeout ......... [0]
15-10-09 16:36:03 Info          2 4328 ST-XX NxS5LK STARTUP |   ResetOptionClearErrorLED ...... [1]
15-10-09 16:36:03 Info          1 4328 ST-XX NxS5LK STARTUP | InitiateDpCommunication(): PROFIBUS Initialization. g_CpName[CP_L2_1:] g_DataBaseFilePath[(null)]
15-10-09 16:36:03 Info          0 4328 ST-XX NxS5LK STARTUP | InitiateDpCommunication(): DP_start_cp SUCCEEDED.
15-10-09 16:36:03 Info          0 4328 ST-XX NxS5LK STARTUP | InitiateDpCommunication(): DP_open SUCCEEDED. g_dwUserHandle[0x00000001 / 1]
15-10-09 16:36:03 Info          0 4328 ST-XX NxS5LK STARTUP | InitiateDpCommunication(): DP_get_pointer SUCCEEDED. g_pDpRam[0x01850000]
15-10-09 16:36:03 Info          0 4328 ST-XX NxS5LK STARTUP | ChangeMasterStateTo(): desiredMasterState[4] reached.
15-10-09 16:36:03 Info          0 4328 ST-XX NxS5LK STARTUP | InitiateDpCommunication(): PROFIBUS Initialization successful.
15-10-09 16:40:27 Info          0 1852 ST-XX NxS5LK STARTUP | Global configuration
15-10-09 16:40:27 Info         84 1852 ST-XX NxS5LK STARTUP |   RegistryPath ...... [SYSTEM\CurrentControlSet\Services\NxS5LK\Parameters]
15-10-09 16:40:27 Info         83 1852 ST-XX NxS5LK STARTUP |   LkRegistryPath .... [SYSTEM\CurrentControlSet\Services\NxS5LK\Parameters\LK]
15-10-09 16:40:27 Info         82 1852 ST-XX NxS5LK STARTUP |   SlgRegistryPath ... [SYSTEM\CurrentControlSet\Services\NxS5LK\Parameters\SLG]
15-10-09 16:40:27 Info         81 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         80 1852 ST-XX NxS5LK STARTUP |   ProfibusConfigurationFile ... [.\cpbslv38.2bf]
15-10-09 16:40:27 Info         79 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         78 1852 ST-XX NxS5LK STARTUP |   LkCnfPath ................... [.\LKs.cnf]
15-10-09 16:40:27 Info         77 1852 ST-XX NxS5LK STARTUP |   Asm450SlgCnfPath ............ [.\Asm450Slgs.cnf]
15-10-09 16:40:27 Info         76 1852 ST-XX NxS5LK STARTUP |   Im308cSlgCnfPath ............ [.\Im308cSlgs.cnf]
15-10-09 16:40:27 Info         75 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         74 1852 ST-XX NxS5LK STARTUP |   StartupLogFile .............. [.\NxS5LK.Startup.LOG]
15-10-09 16:40:27 Info         73 1852 ST-XX NxS5LK STARTUP |   UseStartupLogFile ........... [1]
15-10-09 16:40:27 Info         72 1852 ST-XX NxS5LK STARTUP |   StartupLogFileSizeMinB ...... [524288]
15-10-09 16:40:27 Info         71 1852 ST-XX NxS5LK STARTUP |   StartupLogFileSizeMaxB ...... [1048576]
15-10-09 16:40:27 Info         70 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         69 1852 ST-XX NxS5LK STARTUP |   LogFile ..................... [.\NxS5LK.LOG]
15-10-09 16:40:27 Info         68 1852 ST-XX NxS5LK STARTUP |   UseLogFile .................. [0]
15-10-09 16:40:27 Info         67 1852 ST-XX NxS5LK STARTUP |   LogFileSizeMinB ............. [524288]
15-10-09 16:40:27 Info         66 1852 ST-XX NxS5LK STARTUP |   LogFileSizeMaxB ............. [1048576]
15-10-09 16:40:27 Info         65 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         64 1852 ST-XX NxS5LK STARTUP |   InfoLogFile ................. [.\NxS5LK.Info.LOG]
15-10-09 16:40:27 Info         63 1852 ST-XX NxS5LK STARTUP |   UseInfoLogFile .............. [1]
15-10-09 16:40:27 Info         62 1852 ST-XX NxS5LK STARTUP |   InfoLogFileSizeMinB ......... [524288]
15-10-09 16:40:27 Info         61 1852 ST-XX NxS5LK STARTUP |   InfoLogFileSizeMaxB ......... [1048576]
15-10-09 16:40:27 Info         60 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         59 1852 ST-XX NxS5LK STARTUP | LK specific configuration
15-10-09 16:40:27 Info         58 1852 ST-XX NxS5LK STARTUP |   FirstLkAliveMsgDelaySec ..... [10]
15-10-09 16:40:27 Info         57 1852 ST-XX NxS5LK STARTUP |   LkAliveMsgIntervalSec ....... [28]
15-10-09 16:40:27 Info         56 1852 ST-XX NxS5LK STARTUP |   LkAliveMsgJitterSec ......... [2]
15-10-09 16:40:27 Info         55 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         54 1852 ST-XX NxS5LK STARTUP |   EnqueueTimeoutMSec .......... [5000]
15-10-09 16:40:27 Info         53 1852 ST-XX NxS5LK STARTUP |   DequeueTimeoutMSec .......... [2500]
15-10-09 16:40:27 Info         52 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         51 1852 ST-XX NxS5LK STARTUP |   VHFallbackIntervalSec ....... [0]
15-10-09 16:40:27 Info         50 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         49 1852 ST-XX NxS5LK STARTUP |   KeepAliveMSec ............... [60000]
15-10-09 16:40:27 Info         48 1852 ST-XX NxS5LK STARTUP |   TcpNoDelay .................. [1]
15-10-09 16:40:27 Info         47 1852 ST-XX NxS5LK STARTUP |   SendBufferSize .............. [0]
15-10-09 16:40:27 Info         46 1852 ST-XX NxS5LK STARTUP |   PauseAfterSendMSec .......... [0]
15-10-09 16:40:27 Info         45 1852 ST-XX NxS5LK STARTUP |   ConstantBufferSize .......... [0]
15-10-09 16:40:27 Info         44 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         43 1852 ST-XX NxS5LK STARTUP | SLG specific configuration
15-10-09 16:40:27 Info         42 1852 ST-XX NxS5LK STARTUP |   WaitForReadyIntervalMSec ......... [20]
15-10-09 16:40:27 Info         41 1852 ST-XX NxS5LK STARTUP |   WaitForReadyTimeoutMSec .......... [1000]
15-10-09 16:40:27 Info         40 1852 ST-XX NxS5LK STARTUP |   WaitForCmdIntervalMSec ........... [20]
15-10-09 16:40:27 Info         39 1852 ST-XX NxS5LK STARTUP |   WaitForCmdTimeoutMSec ............ [1000]
15-10-09 16:40:27 Info         38 1852 ST-XX NxS5LK STARTUP |   WaitForResultIntervalMSec ........ [50]
15-10-09 16:40:27 Info         37 1852 ST-XX NxS5LK STARTUP |   WaitForResultTimeoutMSec ......... [1000]
15-10-09 16:40:27 Info         36 1852 ST-XX NxS5LK STARTUP |   WaitForResetCmdIntervalMSec ...... [20]
15-10-09 16:40:27 Info         35 1852 ST-XX NxS5LK STARTUP |   WaitForResetCmdTimeoutMSec ....... [1000]
15-10-09 16:40:27 Info         34 1852 ST-XX NxS5LK STARTUP |   WaitForResetResultIntervalMSec ... [50]
15-10-09 16:40:27 Info         33 1852 ST-XX NxS5LK STARTUP |   WaitForResetResultTimeoutMSec .... [1000]
15-10-09 16:40:27 Info         32 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         31 1852 ST-XX NxS5LK STARTUP |   CheckSlaveActiveIntervalMSec ..... [2500]
15-10-09 16:40:27 Info         30 1852 ST-XX NxS5LK STARTUP |   ResetOnFailureStatusIntervalMSec . [1000]
15-10-09 16:40:27 Info         29 1852 ST-XX NxS5LK STARTUP |   WagonReadTimeoutMSec ............. [300000]
15-10-09 16:40:27 Info         28 1852 ST-XX NxS5LK STARTUP |   UseNextAfterReadWagon ............ [1]
15-10-09 16:40:27 Info         27 1852 ST-XX NxS5LK STARTUP |   LastWagonLifeTimeSec ............. [0]
15-10-09 16:40:27 Info         26 1852 ST-XX NxS5LK STARTUP |   UseANWTrigger .................... [1]
15-10-09 16:40:27 Info         25 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         24 1852 ST-XX NxS5LK STARTUP |   FirstSlgAliveMsgDelaySec ......... [60]
15-10-09 16:40:27 Info         23 1852 ST-XX NxS5LK STARTUP |   SlgAliveMsgIntervalSec ........... [1800]
15-10-09 16:40:27 Info         22 1852 ST-XX NxS5LK STARTUP |   SlgAliveMsgJitterSec ............. [30]
15-10-09 16:40:27 Info         21 1852 ST-XX NxS5LK STARTUP |   WagonReadIntervalMSec (IM308C) ... [250]
15-10-09 16:40:27 Info         20 1852 ST-XX NxS5LK STARTUP | 
15-10-09 16:40:27 Info         19 1852 ST-XX NxS5LK STARTUP |   SlgStatusRepetitionsForOk ........ [0]
